2012,San Diego Padres,481000,7500000,7019000
1997,Cleveland Indians,150000,7150000,7000000
1997,Oakland Athletics,150000,7150000,7000000
2009,Pittsburgh Pirates,400000,7400000,7000000
1999,New York Mets,200000,7171428,6971428
1999,Anaheim Angels,200000,7166666,6966666
2002,Oakland Athletics,202000,7166667,6964667
1997,Florida Marlins,50000,7000000,6950000
2004,Cleveland Indians,301000,7250000,6949000
1996,Oakland Athletics,109000,7050000,6941000
2000,Chicago White Sox,200000,7100000,6900000
2001,Oakland Athletics,201000,7100000,6899000
2003,Cleveland Indians,300000,7166667,6866667
1997,Atlanta Braves,150000,7000000,6850000
1997,Los Angeles Dodgers,150000,7000000,6850000
1995,Oakland Athletics,109000,6925000,6816000
1999,Chicago White Sox,200000,7000000,6800000
2001,Florida Marlins,200000,7000000,6800000
1999,Florida Marlins,200000,7000000,6800000
2000,Florida Marlins,200000,7000000,6800000
2001,Seattle Mariners,202500,7000000,6797500
1995,Houston Astros,109000,6875000,6766000
2000,San Diego Padres,200000,6916667,6716667
2004,Baltimore Orioles,300000,7000000,6700000
2004,Montreal Expos,300000,7000000,6700000
1997,Baltimore Orioles,150000,6850000,6700000
2005,Cleveland Indians,316500,7000000,6683500
2006,Cleveland Indians,327000,7000000,6673000
1995,Baltimore Orioles,109000,6700000,6591000
2006,Tampa Bay Devil Rays,327000,6916667,6589667
1998,Baltimore Orioles,170000,6755492,6585492
1996,Atlanta Braves,109000,6675000,6566000
1997,Cincinnati Reds,150000,6700000,6550000
2001,San Diego Padres,200000,6750000,6550000
1996,Baltimore Orioles,109000,6650000,6541000
2000,Houston Astros,215000,6750000,6535000
1999,San Diego Padres,200000,6666666,6466666
1996,Toronto Blue Jays,109000,6525000,6416000
1995,Atlanta Braves,109000,6500000,6391000
1997,New York Mets,150000,6500000,6350000
2002,Florida Marlins,200000,6500000,6300000
2001,Milwaukee Brewers,200000,6500000,6300000
1999,Houston Astros,200000,6500000,6300000
1998,Arizona Diamondbacks,170000,6450000,6280000
1997,Detroit Tigers,150000,6400000,6250000
2003,Tampa Bay Devil Rays,300000,6500000,6200000
2004,Florida Marlins,300000,6500000,6200000
1997,Boston Red Sox,150000,6350000,6200000
1995,Minnesota Twins,109000,6300000,6191000
1994,New York Mets,109000,6300000,6191000
1997,Colorado Rockies,150000,6325000,6175000
2001,Philadelphia Phillies,200000,6333333,6133333
1996,New York Yankees,109000,6200000,6091000
1996,Philadelphia Phillies,109000,6200000,6091000
1993,New York Mets,109000,6200000,6091000
1995,Philadelphia Phillies,109000,6200000,6091000
1996,Minnesota Twins,109000,6200000,6091000
1996,Cincinnati Reds,109000,6150000,6041000
1996,Florida Marlins,109000,6135000,6026000
2014,Miami Marlins,500000,6500000,6000000
1992,New York Mets,115000,6100000,5985000
1999,Tampa Bay Devil Rays,200000,6180000,5980000
2010,San Diego Padres,401300,6375000,5973700
1998,Colorado Rockies,170000,6050000,5880000
1993,Chicago Cubs,109000,5975000,5866000
1994,Chicago Cubs,109000,5975000,5866000
1997,Philadelphia Phillies,150000,6000000,5850000
2011,Pittsburgh Pirates,414000,6250000,5836000
1998,Philadelphia Phillies,170000,6000000,5830000
2008,Washington Nationals,392500,6200000,5807500
1999,Philadelphia Phillies,200000,6000000,5800000
2001,Kansas City Royals,200000,6000000,5800000
2001,Montreal Expos,200000,6000000,5800000
1995,Cincinnati Reds,109000,5900000,5791000
1993,Atlanta Braves,109000,5875000,5766000
1996,Milwaukee Brewers,109000,5875000,5766000
2000,Philadelphia Phillies,203000,5900000,5697000
1995,Boston Red Sox,109000,5800000,5691000
1998,Kansas City Royals,170000,5825000,5655000
1993,Cincinnati Reds,109000,5750000,5641000
2008,Tampa Bay Rays,390000,6000000,5610000
1996,Cleveland Indians,110000,5700000,5590000
2011,Oakland Athletics,414000,6000000,5586000
1995,Texas Rangers,109000,5647726,5538726
1995,Florida Marlins,109000,5625000,5516000
1996,Colorado Rockies,109000,5612991,5503991
1999,Milwaukee Brewers,200000,5694133,5494133
1995,New York Mets,109000,5562990,5453990
1993,Toronto Blue Jays,109000,5550000,5441000
1994,Toronto Blue Jays,109000,5550000,5441000
